ID,A1,A2,A3,A4,A5,Score
3140__research_9__originates_6,3,1,1,1,0,0.718912958914
1508__fixes_2__living_37,1,0,0,0,0,0.190408255052
6447__forces_19__approached_10,3,3,1,0,0,0.566112361932
5579__coming_27__close_25,1,1,1,0,0,0.490199202264
911__momentarily_3__blunt_4,3,2,2,2,1,1.37905422139
10925__wee_3__bit_4,3,3,2,1,0,1.64711519964
1844__national_19__concentrated_12,2,0,0,0,0,0.168107382258
3609__shades_20__response_9,3,3,1,0,0,1.00254778376
3537__tackle_29__aimed_27,2,2,1,1,0,0.723173193982
1285__parallels_7__draw_5,1,1,1,1,0,0.482276618089
2138__own_6__view_7,2,1,1,1,1,0.695987651267
2584__careful_25__weighing_26,3,2,1,1,0,0.740173219088
4811__choice_6__leave_3,2,1,1,1,0,0.679489270806
1366__Mother_18__violated_22,3,3,2,0,0,0.744809149422
6354__acquiring_45__route_12,3,1,0,0,0,0.310150501857
6770__tenth_23__reversed_13,1,0,0,0,0,0.161833212282
3073__week_20__middle_17,2,1,1,1,0,0.514820870779
3550__organizations_26__dry_29,2,2,1,0,0,0.680862572754
479__boredom_29__exit_35,3,2,0,0,0,0.404291423452
6380__pupils_23__react_25,2,1,0,0,0,0.263531856667
6705__costly_8__grew_4,2,1,1,0,0,0.35410315787
6438__applications_30__include_25,2,1,1,0,0,0.523285807448
3026__tears_5__home_3,3,2,0,0,0,0.409231018149
2654__sufficient_46__grounds_48,2,1,1,1,1,0.63916045069
927__punch_7__favours_3,2,1,1,1,0,0.778958015887
1385__elements_2__refer_3,1,1,1,1,0,0.610488549796
6583__illusions_33__fostered_31,3,2,2,2,0,1.2451306333
2942__politics_14__low_13,3,2,1,1,0,0.838229824804
2655__form_6__constructed_16,3,2,1,0,0,0.358843753306
4648__workrooms_18__warren_16,3,3,3,3,3,1.99975326287
3127__health_22__holder_10,0,0,0,0,0,0.189702089847
3520__heritage_8__constituted_3,2,1,1,0,0,0.405128379649
6387__proportion_14__reached_7,1,0,0,0,0,0.14429044577
8051__rubbish_11__worthless_10,3,3,3,2,0,1.44217099865
1359__hopeful_33__powerful_31,3,1,1,0,0,0.568671190454
3130__shortly_33__targets_37,1,0,0,0,0,0.175380473786
3634__denied_20__pursuit_28,2,1,1,1,0,0.53171893455
1948__affairs_20__winding_16,3,2,1,0,0,0.640253489656
2990__shapes_27__reflectors_30,2,2,1,1,1,0.676453364279
6678__category_31__larger_29,2,1,1,1,0,0.664578123555
6753__benefited_10__balance_5,2,2,1,0,0,0.378527641121
6369__moratorium_7__stage_8,3,3,3,3,2,2.08654199526
1311__embody_32__icon_35,2,2,2,0,0,0.549385077987
482__Instead_1__stayed_3,2,1,0,0,0,0.335578986224
2573__improvements_6__bring_5,2,2,1,1,1,0.698932185645
5218__personal_56__space_57,1,1,1,1,1,0.641717981073
123__finally_19__collapsed_20,1,1,1,1,1,0.720289409644
7106__justification_35__removed_33,3,2,1,0,0,0.5716120133
6519__facilities_26__access_20,2,2,1,1,0,0.756509584431
121__tinted_40__view_41,2,2,1,1,1,0.765157868523
580__houses_5__covering_6,3,2,2,0,0,0.596370267092
6974__majority_19__secure_17,3,2,1,1,0,0.752053611669
6167__narrow_3__viewpoint_5,3,2,1,1,1,0.722122956036
2606__answer_4__drawing_7,3,1,1,1,0,0.662351221081
2990__sonar_9__capacity_10,1,0,0,0,0,0.166055434504
1503__inbred_52__culture_54,3,2,2,2,1,1.51572688275
3222__Drinks_1__exercises_2,3,3,2,1,1,1.29948340366
898__hungry_8__feeling_6,2,1,1,0,0,0.38252384674
6671__totalization_34__incarnates_31,3,3,3,2,0,1.36867145714
1200__ensured_8__centre_27,3,1,0,0,0,0.310150501857
6257__material_3__indirect_6,2,2,1,0,0,0.430196530348
7189__held_13__controlled_20,2,1,0,0,0,0.324835229145
3027__version_27__robust_26,3,3,3,3,3,2.08654199526
3506__government_50__structure_51,3,2,1,1,1,0.579001581261
6630__defers_16__seen_12,2,0,0,0,0,0.206871227488
1506__job_3__standards_7,2,1,0,0,0,0.258844258758
1484__cost_22__swallow_34,2,2,0,0,0,0.461488183629
3594__gap_17__bridged_31,3,1,1,1,1,0.775199627239
5410__world_12__stretched_9,2,2,1,0,0,0.466135413266
3721__abnormal_6__follows_9,2,1,0,0,0,0.280526408725
1257__comes_15__appeal_6,1,1,0,0,0,0.476651292949
3546__poured_53__Faced_1,1,0,0,0,0,0.1452706649
5529__rising_26__harmony_28,2,2,1,1,1,0.755447735276
3523__sympathy_28__sector_32,1,1,1,0,0,0.456958880626
3626__black_30__ghettos_31,3,2,2,1,0,0.70249213195
3032__rush_6__aid_11,2,1,0,0,0,0.271658863966
6993__day_10__feeblest_7,3,3,3,2,0,1.46731065984
3605__discourse_30__forms_28,2,2,1,1,0,0.586667032238
4646__cross_26__workhouse_29,3,2,2,1,0,0.892687837537
6835__covers_14__range_18,1,1,1,1,0,0.523402245802
1984__looked_3__filled_10,0,0,0,0,0,0.264127905138
6439__research_10__helped_7,1,1,0,0,0,0.317236063354
5846__bright_71__slices_72,3,3,3,2,2,2.14925428297
1883__setting_30__declaring_28,2,1,1,1,0,0.664578123555
1776__Turnover_1__held_3,2,2,1,1,0,0.734121765797
8051__vibes_19__pick_16,2,1,1,1,0,0.758672505755
12761__collect_20__stage_15,2,2,1,0,0,0.403064269558
6798__philosophers_3__produced_6,3,2,1,1,0,0.626201263439
6879__called_10__hard_14,1,0,0,0,0,0.166055434504
3564__glimpse_2__level_12,2,2,1,0,0,0.448914970192
3078__growth_39__looks_40,1,1,1,1,0,0.504554630774
2889__nut_19__hard_18,2,2,2,1,0,0.85928007738
666__term_13__run_4,2,1,1,0,0,0.490956778022
1104__head_33__mix_39,0,0,0,0,0,0.180174710862
6257__indirect_6__told_14,3,1,0,0,0,0.289647859904
1853__level_3__allows_9,2,1,1,0,0,0.401290080507
7106__building_15__contacts_18,1,1,1,0,0,0.392009402863
3635__violent_33__disorder_34,3,3,1,1,0,0.774327215433
715__stereotype_5__values_13,2,1,0,0,0,0.304654494374
6458__science_22__packaged_24,3,2,2,2,0,1.3486880096
1773__Shares_1__weak_15,1,1,0,0,0,0.323102914744
6741__responded_22__call_25,2,1,1,0,0,0.540553673205
874__pottery_3__combines_10,2,1,0,0,0,0.315948870557
2656__liable_28__held_27,2,2,1,1,1,0.752053611669
8156__bad_5__score_6,1,1,1,1,0,0.497964964442
1361__displayed_28__organs_27,2,2,1,1,1,0.657573013545
1654__mind_4__consider_8,2,2,1,0,0,0.44324970794
8072__B-52_6__carrying_8,3,1,0,0,0,0.361294121425
126__embassies_12__powers_6,2,2,1,0,0,0.517188222219
2768__proportioned_14__humbly_13,3,3,2,1,1,1.22426277487
5205__lines_48__combine_50,3,2,2,1,0,0.752053611669
6516__integration_23__step_15,2,0,0,0,0,0.189702089847
3147__supervisory_8__aims_9,2,1,1,0,0,0.406851582613
6398__minds_29__possessing_25,2,2,1,0,0,0.594202084884
1997__successful_24__solicitor_25,3,1,1,1,1,0.784909760486
762__past_13__adventurous_11,3,2,2,1,1,1.23458687088
6521__choice_24__broader_23,2,2,1,1,0,0.611217772195
4569__evacuation_34__mentioned_35,3,1,0,0,0,0.326164446387
5218__sexuality_22__spark_20,3,3,3,3,2,2.1107807518
11014__stage_11__lying_7,3,0,0,0,0,0.214084295989
7042__board_51__brought_46,3,1,0,0,0,0.294456348517
9798__stuff_6__weak_5,2,2,1,1,1,0.679892242707
6583__experience_12__fostered_31,3,2,2,0,0,0.512353140417
4948__barely_16__pushed_17,3,2,1,1,1,0.720150142004
5188__surprised_5__served_9,1,1,0,0,0,0.337032854536
5219__attractive_20__cool_11,2,2,1,0,0,0.374384800674
6519__access_20__controlling_19,2,1,1,0,0,0.459284002183
6437__applications_33__concentrated_28,2,2,1,1,1,0.75706915
694__allow_17__feel_21,1,1,1,1,0,0.551962496434
4510__mortality_10__level_14,2,1,0,0,0,0.311160697087
4654__collections_25__ready_26,1,1,1,0,0,0.463412887672
6588__totalizing_41__systems_42,3,2,2,2,0,1.11687756184
4569__GIS_13__role_8,1,0,0,0,0,0.185479867625
2713__standards_15__dealing_9,1,1,1,0,0,0.425737145882
2644__Moloney_9__abandoned_7,3,1,1,1,0,0.682883394413
3515__acknowledge_46__subject_44,1,1,1,0,0,0.406162057648
6435__Schools_1__tried_4,1,0,0,0,0,0.141048442678
3615__imagery_2__extended_13,2,2,1,1,1,0.639661615621
3227__providing_8__extends_5,2,2,0,0,0,0.359420586942
6524__under-_8__led_2,3,1,0,0,0,0.32360441777
11940__moment_9__poor_4,1,1,1,0,0,0.38252384674
3503__restorative_47__powers_48,2,2,2,1,0,0.742483429817
1359__costume_26__strong_29,3,2,2,1,0,0.688700195194
998__retreat_3__goal_7,2,1,1,1,0,0.604274035289
595__fume_14__cupboard_15,3,3,2,2,2,1.96052447655
3681__express_8__advocates_2,2,1,0,0,0,0.334460973802
6859__completely_5__lost_6,1,1,1,1,1,0.639191860351
5756__sky_21__beam_17,3,3,3,0,0,1.16041923026
1666__line_4__held_2,1,1,1,0,0,0.323985520032
3079__growth_29__prospect_26,2,1,1,0,0,0.380331468743
1470__increase_21__ceiling_20,3,3,2,2,0,1.09043925968
9963__difference_1__worth_4,1,1,1,0,0,0.502716296999
1672__soon_9__attack_7,3,1,1,0,0,0.42453993904
990__rose_24__forced_13,3,3,2,0,0,0.718182462906
6386__foreclosure_12__pupils_13,3,3,3,3,0,1.65064494722
6802__incorrigibly_12__narrow_13,3,3,3,2,0,1.73319683765
6958__correct_8__tied_5,2,2,1,1,0,0.684377549799
6799__human_28__autonomous_27,3,2,2,2,0,0.859143587532
2702__managing_13__finding_6,2,1,1,0,0,0.453813332699
3595__remained_8__questioned_19,2,1,0,0,0,0.38574220204
9323__camera_7__candid_6,3,2,2,2,1,1.46875956016
11751__concentration_8__short_7,3,2,2,1,1,1.16495085556
3206__evident_4__section_7,2,1,1,0,0,0.510566656748
2163__reminded_15__uncomfortably_14,2,1,1,1,0,0.632623554706
7008__grasp_11__essentials_13,2,2,1,1,0,0.550026798731
959__fingers_17__trigger_16,3,3,3,2,1,1.82929560189
2889__discovered_4__victim_28,2,1,0,0,0,0.332466153557
3018__bring_5__expected_3,1,1,1,0,0,0.443350009658
2616__offences_31__serious_28,1,1,1,1,1,0.661469873036
1678__round_10__scored_4,1,0,0,0,0,0.171617376419
4956__cover_13__tiger_17,3,2,0,0,0,0.279506817402
1082__blocked_14__canyon_27,3,2,1,1,0,0.72888245155
1510__statement_21__reflected_17,3,2,2,1,0,0.931999979918
3676__criminals_37__found_35,1,1,1,0,0,0.391318173743
1852__Command_36__acts_37,1,1,1,0,0,0.370467441431
2653__restrictively_40__course_32,2,0,0,0,0,0.176991495532
1861__supplies_49__cutting_44,2,1,1,1,0,0.662852827543
2748__jet_33__overlain_22,3,0,0,0,0,0.181213717754
668__week_10__section_2,1,1,0,0,0,0.309802073574
482__top_4__stayed_3,2,2,1,1,0,0.682883394413
1930__authorities_39__responsible_40,1,1,1,1,0,0.503606696706
7088__support_29__valuable_28,3,2,1,1,1,0.639661615621
3079__real_28__growth_29,2,1,1,1,1,0.63916045069
721__story_18__elements_14,2,1,1,0,0,0.509000458176
825__hints_3__inserted_9,3,2,1,1,0,0.71573954323
177__world_15__body_17,2,2,1,1,0,0.756509584431
3596__meant_45__address_47,3,1,1,0,0,0.392551747496
6172__form_12__reduce_7,2,2,1,0,0,0.38693673203
12088__money_19__throw_18,2,1,1,1,0,0.839052322493
8296__tough_8__lose_3,3,2,1,1,0,0.583824354117
6750__feelings_51__mixed_50,1,1,1,1,1,0.641717981073
5331__English_5__habit_6,3,1,1,1,1,0.617167241115
750__gone_4__roof_8,3,2,2,0,0,0.854544516747
8503__network_5__gateway_8,3,2,2,1,1,1.16314744998
6718__logic_3__suggested_7,3,2,2,1,0,0.931999979918
7062__essence_4__managed_14,2,1,1,0,0,0.420669427016
1341__ribbon_4__runs_6,3,3,3,2,1,1.62304015397
6843__Creatures_23__called_21,3,1,1,0,0,0.730772845664
6398__relevance_5__Emphasizing_1,2,1,1,0,0,0.406851582613
3615__notion_16__imagery_2,1,1,1,0,0,0.41180720609
6785__contrast_39__defined_45,3,2,1,0,0,0.371056393732
3526__money_14__partnership_7,3,3,2,1,0,0.847729804342
5500__remembered_7__pain_27,2,1,0,0,0,0.288258971015
3130__targets_37__reducing_39,1,1,1,0,0,0.346463204142
6380__changes_27__pupils_23,1,1,1,0,0,0.38252384674
8123__air_23__gods_26,3,3,3,0,0,1.30525856875
2653__law_8__approach_3,2,1,1,1,0,0.662852827543
7097__helped_2__placing_5,1,1,1,0,0,0.369248292463
6339__resolved_20__moving_22,1,1,1,0,0,0.38252384674
5067__toxicity_15__signs_13,3,2,2,1,0,0.606449371475
1034__starts_32__gauge_22,3,0,0,0,0,0.325450594121
453__fury_7__weathered_3,3,3,3,2,0,2.0683465888
7012__beginnings_2__campaign_10,2,1,0,0,0,0.321649046432
3134__ministerial_19__rise_4,2,1,0,0,0,0.321093419218
1296__body_4__canvas_7,3,3,3,2,0,1.54923741915
6298__table_13__contents_15,2,1,1,1,0,0.627733779924
6659__takes_3__framework_20,2,1,1,0,0,0.383178700361
951__feeling_4__meet_15,2,1,1,0,0,0.496944052866
6873__children_24__past_23,2,1,1,1,1,0.724676135804
1492__worth_3__sacrificing_4,2,1,1,1,0,0.476883025798
1035__smooth_6__path_8,2,1,0,0,0,0.266579498887
9956__bloody_10__hell_11,2,1,1,1,1,0.737862559103
3736__geographic_33__consider_23,2,0,0,0,0,0.196040591789
1340__described_41__ribbon_47,2,1,0,0,0,0.312376073622
11160__alright_15__moaning_8,3,1,1,0,0,0.63709566615
4804__expect_5__cut_8,2,1,1,0,0,0.421787439439
2794__nets_16__saucer_13,3,3,3,3,0,1.99975326287
3663__conditions_9__raise_12,2,2,1,1,0,0.648401634865
1503__hours_84__cut_88,1,0,0,0,0,0.218636797751
1367__soil_3__possessed_4,3,3,2,1,0,1.19633237267
3095__findings_6__found_13,1,1,0,0,0,0.248680395805
6888__kids_20__stages_23,1,0,0,0,0,0.207244856359
3456__none_6__orchestrated_17,3,2,1,1,0,0.795228580977
4545__spatial_26__samples_27,2,2,2,1,0,0.922701739894
3558__Reactions_1__concentrated_6,2,2,1,1,1,0.676453364279
2983__running_16__received_5,2,1,0,0,0,0.393869209339
2728__hillside_60__shoulders_57,3,3,3,3,0,2.1107807518
555__economic_20__growth_21,1,1,1,1,1,0.632544225242
1197__force_12__Rule_9,2,1,1,0,0,0.441441020151
4896__rapidly_5__setting_20,1,1,1,0,0,0.385907820359
6287__purpose_18__introduction_8,1,1,0,0,0,0.323102914744
2866__families_12__fighting_11,2,1,1,1,1,0.613742030062
8124__sky_12__climbed_8,3,3,3,2,0,1.45711231097
5598__painted_43__bows_46,1,0,0,0,0,0.166055434504
2085__arrival_19__feel_20,3,2,1,0,0,0.658911257588
6473__posed_10__barriers_7,1,1,1,0,0,0.424619133459
3522__unemployment_15__impact_12,2,2,1,1,0,0.611217772195
5189__workaday_46__world_47,3,3,3,2,0,1.38571818322
5231__child_17__found_19,2,1,1,1,0,0.578854281965
6709__usual_2__source_3,1,1,1,0,0,0.436655140958
2528__activities_17__carry_19,1,1,1,1,0,0.504554630774
8986__sort_20__diner_25,3,1,1,0,0,0.681399275192
577__chemicals_10__lay_4,2,1,1,1,0,0.604274035289
2719__steal_10__telling_4,2,1,1,0,0,0.429842028341
702__feel_20__address_6,2,2,0,0,0,0.308119458792
1723__box_26__input_25,2,2,2,1,1,0.73522721289
3561__breakdown_16__symptom_13,3,2,1,1,1,0.771805503632
1598__exist_28__secure_14,2,1,0,0,0,0.310150501857
7017__elements_31__thrown_35,3,2,1,0,0,0.533974360191
4491__instance_2__construct_25,0,0,0,0,0,0.191919749572
7035__organization_8__fought_5,2,1,1,1,1,0.682578352348
1234__fiction_33__duller_31,3,2,1,0,0,0.788263373132
3474__housing_19__enjoy_8,2,1,1,1,0,0.531665020385
3743__involve_13__extent_9,0,0,0,0,0,0.171617376419
4604__explode_28__tight-coiled_21,3,1,0,0,0,0.310150501857
939__matter_6__care_13,1,0,0,0,0,0.14429044577
6658__example_17__concrete_16,1,1,1,1,1,0.654822237927
1698__minute_7__rattled_2,2,2,1,0,0,0.544928372952
4582__head_4__groomed_2,2,1,1,0,0,0.426623733413
2128__mind_24__bit_26,2,1,1,0,0,0.435446380309
4673__shopping_11__spent_2,2,1,1,1,0,0.4830156079
6191__badly_16__dealt_13,3,2,1,1,0,0.541000824705
6233__normally_2__form_5,1,1,1,0,0,0.392593240199
3442__nation_27__conscience_29,3,2,2,2,1,1.51051854941
1631__field_4__tourists_2,3,2,2,0,0,0.848114098231
12218__able_7__manage_9,2,1,1,0,0,0.486910655624
13852__persuade_5__managed_3,3,2,2,1,1,0.94054254418
3578__means_36__set_37,3,2,1,1,0,0.738294865334
2799__perfect_22__frame_23,2,2,1,0,0,0.38693673203
6446__boys_15__keener_17,2,1,1,0,0,0.416266590556
8619__mountains_10__heart_7,3,2,2,1,1,1.27410299991
4857__ideas_6__steal_4,3,1,1,1,0,0.595492127112
3142__change_16__proposes_13,2,2,2,1,0,0.7255722805
868__mpg_33__boosts_32,3,2,1,0,0,0.53806019861
4565__products_17__held_18,2,1,1,0,0,0.439194971207
7077__negotiations_5__conducted_3,2,2,1,1,1,0.775199627239
2671__expected_30__kept_7,2,1,0,0,0,0.405838824585
2789__comprising_16__odd_11,2,1,1,0,0,0.540553673205
3519__document_2__environment_45,1,0,0,0,0,0.166055434504
5458__mind_9__direction_15,2,1,1,0,0,0.406851582613
6357__postpone_36__values_52,2,1,0,0,0,0.263531856667
3197__role_34__materials_7,2,0,0,0,0,0.161833212282
1865__birth_17__giving_16,2,1,1,1,0,0.627733779924
7407__killing_3__admits_2,2,1,1,1,0,0.556938823155
1845__authority_4__lifted_7,1,1,1,1,0,0.531665020385
4865__tones_14__anguished_13,3,3,3,2,2,1.8885885267
444__Losing_1__lose_7,1,0,0,0,0,0.17595248864
1273__example_16__status_3,1,1,0,0,0,0.286260347613
3479__upsurge_15__feature_12,3,3,3,2,0,1.61951254341
13043__paid_10__lot_12,2,1,1,1,0,0.48890655521
6354__beliefs_46__acquiring_45,3,2,1,1,1,0.678850328143
3613__constantly_29__raised_30,3,2,2,1,0,0.629640141866
1892__Palestinian_12__naturalise_4,3,2,0,0,0,0.335053577505
7024__government_22__warned_20,1,1,0,0,0,0.25459876494
12099__day_6__takes_4,1,1,1,1,0,0.603797055017
6354__route_12__acquiring_45,1,1,1,0,0,0.371122295052
3571__violence_52__spectre_48,3,3,2,2,1,1.57779659413
731__BBC1_11__shown_9,1,1,0,0,0,0.24511280748
2774__waters_55__smothered_54,3,3,3,3,2,1.8885885267
3228__levels_15__handle_17,1,1,1,0,0,0.399572391316
6326__relationships_22__attitude_19,1,1,1,0,0,0.38252384674
1503__procedures_58__ran_40,1,1,0,0,0,0.312778823835
3613__cultures_8__raised_30,2,1,0,0,0,0.280526408725
1484__nuclear_41__plant_42,1,1,1,1,0,0.504554630774
7243__body_5__drunk_20,3,2,2,0,0,0.757659112127
6458__appeal_28__packaged_24,2,1,0,0,0,0.311360882361
2663__armed_9__covered_6,1,1,1,0,0,0.370467441431
4571__limited_9__essence_5,3,2,1,0,0,0.569823133566
6159__team_33__conducts_34,1,1,0,0,0,0.267965709937
6931__letting_4__conception_23,3,3,2,0,0,0.892281883782
1629__Western_5__wing_7,3,3,1,1,1,1.08131736667
4712__cheeks_5__played_2,3,2,1,1,0,0.654406906653
11343__makes_6__picture_9,1,1,0,0,0,0.324678175112
3154__inappropriately_18__transform_20,2,2,2,2,1,1.02961588592
5745__justified_8__theft_10,3,2,2,1,0,0.774624166582
6516__key_14__step_15,2,2,2,1,1,0.759026565099
1394__Dislocated_1__hangs_8,3,3,2,0,0,0.635115016087
6459__masculine_71__comes_65,3,3,3,0,0,0.696352802617
1794__153p_6__jumped_4,3,1,0,0,0,0.333705451742
1784__turnover_8__activities_6,1,1,0,0,0,0.239714920179
5162__patches_5__dark_4,2,1,1,1,1,0.662351221081
1500__strain_2__ill-equipped_10,2,2,1,0,0,0.386441205984
879__carvings_28__start_22,1,1,0,0,0,0.248680395805
2656__offence_21__serious_20,3,2,2,1,1,0.818174835734
4957__voice_5__broke_6,3,1,1,1,1,0.724829048407
5180__rolled_3__half_2,3,2,1,1,0,0.907551450506
4659__thrill_48__ran_52,3,2,2,2,1,1.39457146277
1343__metaphor_7__nature_11,3,2,2,0,0,0.625343542457
5185__straining_38__heads_37,3,2,2,2,0,1.02961588592
1796__figure_16__ahead_11,2,1,1,0,0,0.393544129196
6353__ego-identity_10__indicates_3,1,1,0,0,0,0.312879621855
3739__discussion_7__product_4,2,2,1,1,0,0.752053611669
2615__namely_24__element_28,3,3,0,0,0,0.435656667913
12179__tour_8__loads_10,3,3,2,1,0,1.30515260296
3543__specific_40__spent_37,1,1,0,0,0,0.344930713493
1494__died_4__left_33,1,0,0,0,0,0.161833212282
2713__brought_21__Section_1,1,1,0,0,0,0.266021763886
6822__children_77__distinguishing_74,2,1,1,1,0,0.531665020385
4573__minimum_28__route_29,2,2,1,1,0,0.750060074483
710__age_20__narcissistic_19,3,3,2,2,1,1.4859661273
3152__probation_16__context_17,3,3,2,2,0,1.2480233347
4948__giving_11__pools_14,3,3,2,1,1,1.33518597337
6752__exchequers_63__product_66,3,3,2,1,0,0.994270517004
6942__child_22__leaves_17,1,1,1,0,0,0.490199202264
2745__activity_8__signs_5,1,1,1,0,0,0.369248292463
4564__held_4__resources_2,1,1,1,0,0,0.464621027856
6599__neatly_3__solves_4,2,2,2,2,1,0.93167774159
2615__relate_33__element_28,3,2,1,0,0,0.38252384674
2656__crossed_9__threshold_13,2,2,2,1,0,0.713390646491
5067__tell-tale_12__signs_13,3,2,2,2,1,1.45421038566
2129__mind_25__turnover_17,3,1,0,0,0,0.3229669537
1369__colonial_13__opposes_6,3,1,0,0,0,0.281283000029
5594__hull_20__powerful_19,3,3,2,2,2,1.3542781522
2015__sergeant_11__wake_20,2,0,0,0,0,0.171617376419
6551__met_7__produce_9,2,2,1,0,0,0.432104167125
879__spiritual_18__embrace_19,3,3,2,1,0,1.01011761612
9118__cut_23__sticks_27,3,2,1,0,0,0.46146048343
3732__users_12__heavily_14,1,0,0,0,0,0.188156652205
658__roads_30__moving_27,2,1,1,0,0,0.425737145882
2601__alight_24__set_22,3,2,2,1,1,0.869510059166
9352__drinky_4__-poos_5,3,3,0,0,0,0.553061189923
6200__products_29__market_26,2,1,0,0,0,0.284194831912
1290__biography_22__segments_18,3,2,1,1,0,0.591465880232
1675__header_14__careful_13,3,2,2,2,2,1.49871222029
524__deal_16__farther_17,3,3,2,1,0,0.859101222629
3087__market_38__round_36,2,1,1,1,0,0.531665020385
2527__forms_14__pick_9,1,1,0,0,0,0.253644859971
3580__argument_30__formulation_16,1,1,0,0,0,0.344930713493
4521__attention_3__drawn_6,2,1,1,0,0,0.416266590556
3090__security_42__dipping_39,3,2,2,2,0,1.10739480322
121__view_41__tinted_40,3,2,2,1,1,0.965644797923
2618__kill_41__sets_38,2,1,1,1,0,0.664578123555
7046__voters_15__cast_17,2,1,1,1,0,0.583365964687
489__fine_16__passing_17,2,2,1,1,1,0.842084541957
3145__inflicting_17__pain_18,2,1,1,0,0,0.488978879484
1542__agenda_5__crisis_2,3,2,2,2,0,0.940011074924
14114__development_10__looking_7,1,1,1,1,0,0.607810363762
5184__tentacles_6__free_2,3,3,3,1,1,1.25040174181
1347__viewer_8__knowingly_5,1,1,0,0,0,0.28846835189
3010__valuer_8__sloppy_12,3,1,0,0,0,0.262582427303
5346__eyes_16__trying_28,1,0,0,0,0,0.171158251564
11236__lot_18__getting_22,1,0,0,0,0,0.264127905138
1775__expectations_22__severely_19,2,2,0,0,0,0.355773272542
6922__objections_8__bitter_7,3,3,2,2,1,1.63137204458
6236__basis_15__mentioned_2,1,1,0,0,0,0.261435499634
1550__determined_37__shares_27,1,1,0,0,0,0.305548836532
3745__chapter_3__discusses_6,0,0,0,0,0,0.14429044577
3546__employing_23__directly_22,2,2,1,1,1,0.637070648229
3130__care_51__pressing_48,0,0,0,0,0,0.153615485052
7068__enterprise_12__form_10,3,2,1,1,1,0.907551450506
3573__issue_7__centred_4,2,1,1,1,1,0.702635286376
11947__girl_8__pig_13,3,3,3,0,0,1.09949755997
6652__growth_45__makes_53,2,1,0,0,0,0.259682727086
1365__child_10__loss_7,2,2,1,1,0,0.66433994355
4602__suit_29__relieved_30,2,2,2,1,0,0.785522681123
6380__organization_34__changes_27,1,1,1,0,0,0.392593240199
1970__stupidly_20__gazed_16,3,3,3,2,1,1.65108726856
7033__sense_6__departure_10,2,2,2,1,0,0.762398011931
1003__dictate_7__mood_2,3,3,2,2,1,1.34362426664
6642__increasingly_2__comes_3,2,2,1,1,1,0.714641647533
4520__mentioning_9__worth_8,2,2,1,0,0,0.543570574529
3592__themes_11__disorder_17,2,2,0,0,0,0.353933526838
3219__concerned_14__giving_16,1,1,1,0,0,0.425737145882
2614__harm_37__line_42,2,2,1,0,0,0.443450046956
4601__woman_19__air_22,3,2,2,0,0,0.899253804113
2976__statement_29__announced_30,1,1,1,1,0,0.525588870896
1475__dispute_4__sensitive_3,2,2,1,1,1,0.821055468147
1364__invasion_26__trauma_22,3,2,2,0,0,0.887816948443
5580__excitement_4__matched_6,3,2,1,1,0,0.626201263439
7091__overwhelming_19__wishes_20,3,3,2,2,1,1.41557282811
12952__laugh_1__Mind_2,3,2,2,2,0,0.932090462103
6873__possibility_12__refer_29,1,0,0,0,0,0.242762201555
3593__communities_19__planning_27,2,2,1,0,0,0.434010577505
3540__Indeed_1__found_18,1,1,0,0,0,0.344930713493
1597__practice_33__entitled_35,3,2,2,1,1,0.969218590662
1854__belong_23__identify_27,1,1,1,1,0,0.50469029006
8381__finished_10__clearer_6,2,2,1,1,0,0.756509584431
6720__banner_3__bestowed_5,2,2,1,0,0,0.490228078338
6417__curriculum_28__aspects_25,1,1,1,0,0,0.463548546958
5817__helped_7__kick_10,3,1,1,0,0,0.40457512248
1918__social_28__support_31,2,1,1,1,1,0.69259352766
6638__objects_9__encounter_7,2,2,1,1,0,0.574426023537
6611__class_47__recognize_56,2,1,1,1,0,0.659193628487
7018__detached_62__view_63,3,2,2,1,1,0.988080831225
6357__postpone_36__offer_28,3,1,0,0,0,0.310150501857
1999__ride_47__collect_41,2,2,1,0,0,0.385872829513
11201__dirty_3__tricks_4,3,2,1,1,1,0.963731268735
4866__darkly_13__model_2,2,2,0,0,0,0.360176109002
1705__requirements_11__assessing_9,1,1,1,0,0,0.38252384674
6459__remove_49__repackaging_44,3,3,2,0,0,0.574185548083
16197__month_17__hands_22,3,1,1,0,0,0.510161821104
6154__detail_22__contain_20,2,1,0,0,0,0.335852122535
6431__issue_12__shift_7,3,1,1,0,0,0.370467441431
4604__eyes_52__perceptive_51,3,2,2,1,1,0.967448203496
6283__manipulation_26__accessible_22,3,3,2,0,0,0.882526653292
1488__company_17__successor_16,2,2,2,1,1,0.765674200208
861__gallon_8__return_3,3,2,1,1,0,0.586667032238
1396__painting_6__confines_3,3,3,2,2,1,1.38653785287
2584__question_11__degrees_15,1,1,1,0,0,0.462085276516
6689__begin_11__separate_13,1,1,1,1,1,0.661469873036
1927__businesses_9__failed_10,1,1,1,0,0,0.398064894108
1490__board_10__drawing_9,2,1,1,0,0,0.391475227776
6852__child_13__enters_14,1,1,1,0,0,0.459284002183
1104__supertrams_30__mix_39,1,0,0,0,0,0.175380473786
5723__monomania_11__verges_9,3,3,3,2,0,1.59973328195
3518__decline_52__spirit_55,2,2,2,1,0,0.672284273133
11040__week_17__bloody_16,2,2,1,1,0,1.04444989747
